gene	gene_name	gate_type_GM12878	gate_type_K562	functional_category	cosmic_census_flag
TMEM179	TMEM179	REPRESSED	BIVALENT	unknown	no
ENSG00000259006		BIVALENT	INCONSISTENT	unknown	no
FPGT-TNNI3K	FPGT-TNNI3K	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259033		REPRESSED	INCONSISTENT	unknown	no
ACTN1-DT	ACTN1-DT	BIVALENT	INCONSISTENT	unknown	no
ENSG00000259080		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259088		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259115		INCONSISTENT	BIVALENT	unknown	no
ENSG00000259132		BIVALENT	INCONSISTENT	unknown	no
ENSG00000259178		INCONSISTENT	REPRESSED	unknown	no
ENSG00000259182		REPRESSED	COMPLEX	unknown	no
ITGB3	ITGB3	SIMPLE_OR	INCONSISTENT	structural/other	no
ENSG00000259275		BIVALENT	INCONSISTENT	unknown	no
ENSG00000259276		INCONSISTENT	REPRESSED	unknown	no
ALDH1A2-AS1	ALDH1A2-AS1	REPRESSED	INCONSISTENT	unknown	no
ZHX1-C8orf76	ZHX1-C8orf76	SIMPLE_AND	INCONSISTENT	unknown	no
JDP2-AS1	JDP2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259321		SIMPLE_AND	INCONSISTENT	unknown	no
INAFM2	INAFM2	INCONSISTENT	SIMPLE_AND	unknown	no
TMC3-AS1	TMC3-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259368		BIVALENT	INCONSISTENT	unknown	no
EFL1P1	EFL1P1	SIMPLE_OR	REPRESSED	unknown	no
ENSG00000259410		BIVALENT	INCONSISTENT	unknown	no
ENSG00000259415		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259422		INCONSISTENT	REPRESSED	unknown	no
THTPA	THTPA	SIMPLE_AND	INCONSISTENT	unknown	no
LINC02352	LINC02352	SIMPLE_AND	BIVALENT	unknown	no
ENSG00000259460		SIMPLE_AND	INCONSISTENT	unknown	no
CPEB1-AS1	CPEB1-AS1	BIVALENT	INCONSISTENT	unknown	no
NDUFAF4P1	NDUFAF4P1	SIMPLE_AND	INCONSISTENT	unknown	no
DUT-AS1	DUT-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
MRPL46	MRPL46	SIMPLE_AND	INCONSISTENT	unknown	no
TPM1-AS	TPM1-AS	BIVALENT	INCONSISTENT	unknown	no
SLC28A2-AS1	SLC28A2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259522		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259523		REPRESSED	INCONSISTENT	unknown	no
ENSG00000259529		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259539		SIMPLE_AND	INCONSISTENT	unknown	no
CERNA1	CERNA1	INCONSISTENT	BIVALENT	unknown	no
ALDH1A3-AS1	ALDH1A3-AS1	SIMPLE_AND	BIVALENT	unknown	no
ENSG00000259609		INCONSISTENT	REPRESSED	unknown	no
IQCH-AS1	IQCH-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
RPL7AP75	RPL7AP75	INCONSISTENT	REPRESSED	unknown	no
ENSG00000259704		SIMPLE_AND	INCONSISTENT	unknown	no
CRTC3-AS1	CRTC3-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ZFHX3-AS1	ZFHX3-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
EIF5-DT	EIF5-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259802		SIMPLE_AND	INCONSISTENT	unknown	no
SLC22A31	SLC22A31	REPRESSED	BIVALENT	metabolic	no
CTCF-DT	CTCF-DT	SIMPLE_AND	INCONSISTENT	unknown	no
CDK13-DT	CDK13-DT	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
ENSG00000259869		REPRESSED	INCONSISTENT	unknown	no
ZNF778-DT	ZNF778-DT	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000259891		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000259922		INCONSISTENT	REPRESSED	unknown	no
ENSG00000259932		INCONSISTENT	SIMPLE_AND	unknown	no
ZMPSTE24-DT	ZMPSTE24-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259952		SIMPLE_AND	INCONSISTENT	unknown	no
LINC02977	LINC02977	SIMPLE_OR	INCONSISTENT	unknown	no
RBM15B	RBM15B	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259984		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000259985		SIMPLE_AND	COMPLEX	unknown	no
ENSG00000260000		SIMPLE_AND	INCONSISTENT	unknown	no
MBTPS1-DT	MBTPS1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
CRIM1-DT	CRIM1-DT	BIVALENT	INCONSISTENT	unknown	no
ENSG00000260030		SIMPLE_AND	REPRESSED	unknown	no
ENSG00000260035		INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000260063		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260066		REPRESSED	BIVALENT	unknown	no
MIR762HG	MIR762HG	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260095		REPRESSED	INCONSISTENT	unknown	no
AFTPH-DT	AFTPH-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260103		COMPLEX	INCONSISTENT	unknown	no
CPNE2-DT	CPNE2-DT	BIVALENT	INCONSISTENT	unknown	no
LINC02846	LINC02846	SIMPLE_AND	INCONSISTENT	unknown	no
CD2BP2-DT	CD2BP2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
KDM7A-DT	KDM7A-DT	BIVALENT	INCONSISTENT	unknown	no
ZNRD2-DT	ZNRD2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
PTPN23-DT	PTPN23-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260261		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260267		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260274		SIMPLE_AND	INCONSISTENT	unknown	no
TRMT61A-DT	TRMT61A-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260293		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260369		SIMPLE_AND	INCONSISTENT	unknown	no
AQP4-AS1	AQP4-AS1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000260381		INCONSISTENT	REPRESSED	unknown	no
LCMT1-AS1	LCMT1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
C16orf95	C16orf95	SIMPLE_AND	INCONSISTENT	unknown	no
SLC25A28-DT	SLC25A28-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260495		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260500		BIVALENT	INCONSISTENT	unknown	no
AP1AR-DT	AP1AR-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260563		SIMPLE_AND	INCONSISTENT	unknown	no
ERVK13-1	ERVK13-1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260569		REPRESSED	INCONSISTENT	unknown	no
ENSG00000260588		INCONSISTENT	COMPLEX	unknown	no
STAM-DT	STAM-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260597		SIMPLE_AND	INCONSISTENT	unknown	no
RUSF1-DT	RUSF1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
SNAI3-AS1	SNAI3-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260669		SIMPLE_AND	INCONSISTENT	unknown	no
LINC00543	LINC00543	BIVALENT	INCONSISTENT	unknown	no
TBC1D22A-DT	TBC1D22A-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260774		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260782		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260793		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260796		INCONSISTENT	COMPLEX	unknown	no
LINC01963	LINC01963	SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000260805		COMPLEX	INCONSISTENT	unknown	no
PAPOLA-DT	PAPOLA-DT	SIMPLE_AND	INCONSISTENT	unknown	no
CEROX1	CEROX1	REPRESSED	INCONSISTENT	unknown	no
LINC01964	LINC01964	REPRESSED	INCONSISTENT	unknown	no
FBXL19-AS1	FBXL19-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260879		BIVALENT	INCONSISTENT	unknown	no
XKR7	XKR7	REPRESSED	BIVALENT	unknown	no
LINC01311	LINC01311	BIVALENT	INCONSISTENT	unknown	no
CAPN10-DT	CAPN10-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000260971		BIVALENT	REPRESSED	unknown	no
ENSG00000261000		SIMPLE_AND	INCONSISTENT	unknown	no
LINC01572	LINC01572	SIMPLE_AND	INCONSISTENT	unknown	no
MPHOSPH6-DT	MPHOSPH6-DT	INCONSISTENT	BIVALENT	unknown	no
SPECC1-DT	SPECC1-DT	BIVALENT	INCONSISTENT	unknown	no
ENSG00000261067		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261071		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261114		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261120		BIVALENT	INCONSISTENT	unknown	no
ENSG00000261135		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000261136		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261147		BIVALENT	INCONSISTENT	unknown	no
EPPK1	EPPK1	REPRESSED	SIMPLE_AND	unknown	no
SPINT1-AS1	SPINT1-AS1	BIVALENT	INCONSISTENT	unknown	no
LINC01238	LINC01238	SIMPLE_AND	INCONSISTENT	unknown	no
TFIP11-DT	TFIP11-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261218		SIMPLE_AND	INCONSISTENT	unknown	no
ST3GAL1-DT	ST3GAL1-DT	BIVALENT	INCONSISTENT	unknown	no
ZNF865	ZNF865	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000261242		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261270		SIMPLE_AND	INCONSISTENT	unknown	no
NUP93-DT	NUP93-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261320		REPRESSED	INCONSISTENT	unknown	no
ENSG00000261334		REPRESSED	INCONSISTENT	unknown	no
ENSG00000261335		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261349		SIMPLE_OR	INCONSISTENT	unknown	no
PYCARD-AS1	PYCARD-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
OTULIN-DT	OTULIN-DT	SIMPLE_AND	INCONSISTENT	unknown	no
MANEA-DT	MANEA-DT	SIMPLE_AND	INCONSISTENT	unknown	no
VPS9D1-AS1	VPS9D1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261386		SIMPLE_AND	INCONSISTENT	unknown	no
PSMD7-DT	PSMD7-DT	SIMPLE_AND	INCONSISTENT	unknown	no
TEN1-CDK3	TEN1-CDK3	SIMPLE_AND	INCONSISTENT	unknown	no
CORO1A-AS1	CORO1A-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
MPC1-DT	MPC1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
TMEM202-AS1	TMEM202-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
LINC02894	LINC02894	REPRESSED	INCONSISTENT	unknown	no
POLG-DT	POLG-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261447		BIVALENT	INCONSISTENT	unknown	no
ENSG00000261449		SIMPLE_AND	INCONSISTENT	unknown	no
LINC01003	LINC01003	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261469		INCONSISTENT	REPRESSED	unknown	no
ENSG00000261471		SIMPLE_AND	INCONSISTENT	unknown	no
PAN3-AS1	PAN3-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261487		INCONSISTENT	SIMPLE_AND	unknown	no
LINC01686	LINC01686	SIMPLE_AND	BIVALENT	unknown	no
ENSG00000261526		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261532		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000261553		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261582		SIMPLE_AND	INCONSISTENT	unknown	no
TPBGL	TPBGL	REPRESSED	INCONSISTENT	unknown	no
PAQR5-DT	PAQR5-DT	REPRESSED	BIVALENT	unknown	no
CYLD-AS1	CYLD-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
TTC39A-AS1	TTC39A-AS1	BIVALENT	INCONSISTENT	unknown	no
H2BC20P	H2BC20P	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261717		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261765		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261775		COMPLEX	INCONSISTENT	unknown	no
DDX19A-DT	DDX19A-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ISY1-RAB43	ISY1-RAB43	SIMPLE_AND	INCONSISTENT	unknown	no
LOXL1-AS1	LOXL1-AS1	REPRESSED	INCONSISTENT	unknown	no
ENSG00000261839		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000261840		SIMPLE_AND	INCONSISTENT	unknown	no
ZNF594-DT	ZNF594-DT	COMPLEX	INCONSISTENT	transcription factor	no
ENSG00000261884		SIMPLE_AND	INCONSISTENT	unknown	no
GFY	GFY	REPRESSED	INCONSISTENT	unknown	no
MMP25-AS1	MMP25-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
DLGAP1-AS2	DLGAP1-AS2	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262049		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262050		SIMPLE_AND	INCONSISTENT	unknown	no
DKFZP434A062	DKFZP434A062	REPRESSED	INCONSISTENT	unknown	no
ENSG00000262151		INCONSISTENT	REPRESSED	unknown	no
LINC02175	LINC02175	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262172		INCONSISTENT	BIVALENT	unknown	no
PCDHGB3	PCDHGB3	SIMPLE_OR	INCONSISTENT	unknown	no
LINC03048	LINC03048	BIVALENT	INCONSISTENT	unknown	no
ENSG00000262227		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262296		REPRESSED	BIVALENT	unknown	no
ENSG00000262302		REPRESSED	INCONSISTENT	unknown	no
ENSG00000262304		SIMPLE_AND	INCONSISTENT	unknown	no
HNRNPA1P16	HNRNPA1P16	SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000262413		SIMPLE_AND	INCONSISTENT	unknown	no
MIR193BHG	MIR193BHG	SIMPLE_AND	INCONSISTENT	unknown	no
TMEM256-PLSCR3	TMEM256-PLSCR3	BIVALENT	INCONSISTENT	unknown	no
ENSG00000262488		SIMPLE_OR	REPRESSED	unknown	no
ENSG00000262587		SIMPLE_AND	INCONSISTENT	unknown	no
LINC00621	LINC00621	SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000262636		INCONSISTENT	REPRESSED	unknown	no
OVCA2	OVCA2	SIMPLE_AND	INCONSISTENT	unknown	no
ARHGAP11A-DT	ARHGAP11A-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262766		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262768		BIVALENT	INCONSISTENT	unknown	no
LINC01977	LINC01977	REPRESSED	INCONSISTENT	unknown	no
ENSG00000262786		REPRESSED	INCONSISTENT	unknown	no
ENSG00000262810		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000262869		BIVALENT	INCONSISTENT	unknown	no
ENSG00000262899		COMPLEX	REPRESSED	unknown	no
ZNF234	ZNF234	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000263015		INCONSISTENT	REPRESSED	unknown	no
ENSG00000263080		SIMPLE_AND	INCONSISTENT	unknown	no
MYZAP	MYZAP	REPRESSED	INCONSISTENT	unknown	no
RPS7P1	RPS7P1	SIMPLE_OR	REPRESSED	unknown	no
ENSG00000263301		REPRESSED	INCONSISTENT	unknown	no
RSL1D1-DT	RSL1D1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ABHD17AP5	ABHD17AP5	SIMPLE_AND	REPRESSED	unknown	no
NFE2L1-DT	NFE2L1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
RN7SL471P	RN7SL471P	SIMPLE_OR	INCONSISTENT	unknown	no
MIR4497	MIR4497	REPRESSED	INCONSISTENT	unknown	no
MIR4526	MIR4526	INCONSISTENT	REPRESSED	unknown	no
IKBKE	IKBKE	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
ENSG00000263603		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000263620		SIMPLE_AND	INCONSISTENT	unknown	no
MIR3621	MIR3621	BIVALENT	INCONSISTENT	unknown	no
ENSG00000263709		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000263756		COMPLEX	INCONSISTENT	unknown	no
KPNB1-DT	KPNB1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
SNORA4	SNORA4	INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000263809		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000263826		COMPLEX	INCONSISTENT	unknown	no
MIF4GD-DT	MIF4GD-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000263860		INCONSISTENT	REPRESSED	unknown	no
THOC1-DT	THOC1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000263917		INCONSISTENT	BIVALENT	unknown	no
MIR4462	MIR4462	INCONSISTENT	REPRESSED	unknown	no
MIR4448	MIR4448	INCONSISTENT	BIVALENT	unknown	no
NBPF11	NBPF11	SIMPLE_AND	INCONSISTENT	unknown	no
RN7SL42P	RN7SL42P	COMPLEX	REPRESSED	unknown	no
ENSG00000264058		BIVALENT	INCONSISTENT	unknown	no
DND1P1	DND1P1	SIMPLE_AND	INCONSISTENT	unknown	no
MIR4783	MIR4783	REPRESSED	INCONSISTENT	unknown	no
RNU4ATAC	RNU4ATAC	INCONSISTENT	SIMPLE_AND	unknown	no
MYL12-AS1	MYL12-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF407-AS1	ZNF407-AS1	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000264290		SIMPLE_AND	INCONSISTENT	unknown	no
RN7SL657P	RN7SL657P	SIMPLE_AND	INCONSISTENT	unknown	no
MIR3193	MIR3193	BIVALENT	INCONSISTENT	unknown	no
RN7SL718P	RN7SL718P	REPRESSED	INCONSISTENT	unknown	no
MIR378D2HG	MIR378D2HG	SIMPLE_OR	INCONSISTENT	unknown	no
OTUD7B	OTUD7B	SIMPLE_AND	INCONSISTENT	unknown	no
MIR4633	MIR4633	COMPLEX	INCONSISTENT	unknown	no
MIR5588	MIR5588	COMPLEX	INCONSISTENT	unknown	no
ENSG00000264735		BIVALENT	INCONSISTENT	unknown	no
ENSG00000264739		SIMPLE_AND	INCONSISTENT	unknown	no
TTC39C-AS1	TTC39C-AS1	INCONSISTENT	BIVALENT	unknown	no
ENSG00000264765		COMPLEX	INCONSISTENT	unknown	no
ENSG00000264772		SIMPLE_AND	INCONSISTENT	unknown	no
MIR4420	MIR4420	INCONSISTENT	COMPLEX	unknown	no
ENSG00000264808		SIMPLE_AND	INCONSISTENT	unknown	no
SP2-DT	SP2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000264937		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000264968		SIMPLE_AND	INCONSISTENT	unknown	no
MARCHF10-DT	MARCHF10-DT	REPRESSED	BIVALENT	unknown	no
ENSG00000265028		REPRESSED	INCONSISTENT	unknown	no
ENSG00000265055		BIVALENT	INCONSISTENT	unknown	no
ENSG00000265100		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000265257		INCONSISTENT	SIMPLE_AND	unknown	no
RN7SL693P	RN7SL693P	COMPLEX	INCONSISTENT	unknown	no
MIR3650	MIR3650	REPRESSED	BIVALENT	unknown	no
ENSG00000265401		COMPLEX	INCONSISTENT	unknown	no
ENSG00000265445		REPRESSED	INCONSISTENT	unknown	no
POLR3KP2	POLR3KP2	INCONSISTENT	BIVALENT	unknown	no
RNF115	RNF115	COMPLEX	INCONSISTENT	unknown	no
RN7SL605P	RN7SL605P	SIMPLE_AND	INCONSISTENT	unknown	no
CFAP298-TCP10L	CFAP298-TCP10L	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000265664		INCONSISTENT	REPRESSED	unknown	no
SYPL1P2	SYPL1P2	SIMPLE_AND	INCONSISTENT	unknown	no
MILIP	MILIP	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000265690		BIVALENT	INCONSISTENT	unknown	no
ZNF488	ZNF488	BIVALENT	INCONSISTENT	transcription factor	no
ENSG00000265801		SIMPLE_AND	INCONSISTENT	unknown	no
FSBP	FSBP	SIMPLE_AND	INCONSISTENT	unknown	no
RN7SL577P	RN7SL577P	SIMPLE_AND	INCONSISTENT	unknown	no
GACAT2	GACAT2	BIVALENT	INCONSISTENT	unknown	no
ENSG00000265967		SIMPLE_OR	INCONSISTENT	unknown	no
MIR4488	MIR4488	REPRESSED	BIVALENT	unknown	no
GATA6-AS1	GATA6-AS1	REPRESSED	BIVALENT	unknown	no
NDUFV2-AS1	NDUFV2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
BAHCC1	BAHCC1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000266088		SIMPLE_AND	INCONSISTENT	unknown	no
RASSF5	RASSF5	SIMPLE_AND	SIMPLE_OR	unknown	no
GJD3-AS1	GJD3-AS1	SIMPLE_OR	INCONSISTENT	unknown	no
MIR4323	MIR4323	INCONSISTENT	REPRESSED	unknown	no
RN7SL138P	RN7SL138P	INCONSISTENT	REPRESSED	unknown	no
MIR3665	MIR3665	INCONSISTENT	BIVALENT	unknown	no
NBPF15	NBPF15	SIMPLE_OR	INCONSISTENT	unknown	no
MIR4740	MIR4740	REPRESSED	INCONSISTENT	unknown	no
SNHG25	SNHG25	INCONSISTENT	SIMPLE_AND	unknown	no
NCOA4	NCOA4	COMPLEX	SIMPLE_AND	unknown	yes
ENSG00000266469		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000266498		SIMPLE_AND	INCONSISTENT	unknown	no
MIR4254	MIR4254	REPRESSED	BIVALENT	unknown	no
ENSG00000266680		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000266709		REPRESSED	INCONSISTENT	unknown	no
MYO15B	MYO15B	BIVALENT	INCONSISTENT	unknown	no
MIR4757	MIR4757	BIVALENT	INCONSISTENT	unknown	no
IGBP1P2	IGBP1P2	INCONSISTENT	COMPLEX	unknown	no
LINC00663	LINC00663	SIMPLE_AND	INCONSISTENT	unknown	no
LINC01841	LINC01841	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000266947		INCONSISTENT	BIVALENT	unknown	no
ENSG00000266963		INCONSISTENT	BIVALENT	unknown	no
ENSG00000266973		INCONSISTENT	COMPLEX	unknown	no
ENSG00000266978		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267002		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267036		REPRESSED	INCONSISTENT	unknown	no
ATP8B1-AS1	ATP8B1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267042		SIMPLE_AND	INCONSISTENT	unknown	no
E2F3P1	E2F3P1	INCONSISTENT	REPRESSED	unknown	no
ENSG00000267059		INCONSISTENT	SIMPLE_AND	unknown	no
PTGES3L	PTGES3L	SIMPLE_AND	INCONSISTENT	unknown	no
UXT-AS1	UXT-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267069		REPRESSED	INCONSISTENT	unknown	no
ENSG00000267073		BIVALENT	INCONSISTENT	unknown	no
ASB16-AS1	ASB16-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ILF3-DT	ILF3-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF561-AS1	ZNF561-AS1	SIMPLE_AND	INCONSISTENT	transcription factor	no
FMNL1-DT	FMNL1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
SCAT1	SCAT1	SIMPLE_AND	REPRESSED	unknown	no
ADGRL1-AS1	ADGRL1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
MIR212	MIR212	BIVALENT	INCONSISTENT	unknown	no
MIR132	MIR132	BIVALENT	INCONSISTENT	unknown	no
DPY19L3-DT	DPY19L3-DT	COMPLEX	INCONSISTENT	unknown	no
ENSG00000267214		COMPLEX	REPRESSED	unknown	no
ZNF8-ERVK3-1	ZNF8-ERVK3-1	SIMPLE_AND	INCONSISTENT	transcription factor	no
C17orf113	C17orf113	BIVALENT	INCONSISTENT	unknown	no
ENSG00000267248		SIMPLE_AND	INCONSISTENT	unknown	no
GP6-AS1	GP6-AS1	COMPLEX	SIMPLE_AND	unknown	no
KLF2-DT	KLF2-DT	INCONSISTENT	BIVALENT	unknown	no
ENSG00000267277		SIMPLE_AND	INCONSISTENT	unknown	no
MAP3K14-AS1	MAP3K14-AS1	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
TBX2-AS1	TBX2-AS1	BIVALENT	INCONSISTENT	unknown	no
ATF7-NPFF	ATF7-NPFF	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267284		BIVALENT	INCONSISTENT	unknown	no
CEBPA-DT	CEBPA-DT	BIVALENT	INCONSISTENT	unknown	no
ENSG00000267298		SIMPLE_AND	INCONSISTENT	unknown	no
ZNF566-AS1	ZNF566-AS1	SIMPLE_AND	INCONSISTENT	transcription factor	no
SNHG30	SNHG30	SIMPLE_AND	INCONSISTENT	unknown	no
LINC01415	LINC01415	REPRESSED	INCONSISTENT	unknown	no
ENSG00000267345		COMPLEX	INCONSISTENT	unknown	no
ENSG00000267360		COMPLEX	INCONSISTENT	unknown	no
ENSG00000267363		INCONSISTENT	COMPLEX	unknown	no
KCNJ2-AS1	KCNJ2-AS1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000267387		SIMPLE_OR	INCONSISTENT	unknown	no
KDSR-DT	KDSR-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267412		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267417		REPRESSED	INCONSISTENT	unknown	no
DNAH17-AS1	DNAH17-AS1	INCONSISTENT	BIVALENT	unknown	no
ZNF571-AS1	ZNF571-AS1	REPRESSED	INCONSISTENT	transcription factor	no
ARHGAP27P2	ARHGAP27P2	REPRESSED	INCONSISTENT	unknown	no
NUDT19-DT	NUDT19-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267503		INCONSISTENT	REPRESSED	unknown	no
MIR23AHG	MIR23AHG	SIMPLE_AND	INCONSISTENT	unknown	no
S1PR2	S1PR2	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267546		SIMPLE_AND	INCONSISTENT	unknown	no
ZSCAN5A-AS1	ZSCAN5A-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267606		COMPLEX	INCONSISTENT	unknown	no
ICAM4-AS1	ICAM4-AS1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000267666		INCONSISTENT	COMPLEX	unknown	no
ZNF224	ZNF224	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000267698		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267727		BIVALENT	INCONSISTENT	unknown	no
BSG-AS1	BSG-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
