gene	gene_name	gate_type_GM12878	gate_type_K562	functional_category	cosmic_census_flag
EML2-AS1	EML2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000267766		INCONSISTENT	REPRESSED	unknown	no
CBARP-DT	CBARP-DT	BIVALENT	INCONSISTENT	unknown	no
ENSG00000267815		REPRESSED	INCONSISTENT	unknown	no
ARHGEF18-AS1	ARHGEF18-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF460-AS1	ZNF460-AS1	SIMPLE_AND	INCONSISTENT	transcription factor	no
CARD8-AS1	CARD8-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
PTOV1-AS1	PTOV1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ERFL	ERFL	BIVALENT	INCONSISTENT	unknown	no
NBPF12	NBPF12	SIMPLE_AND	INCONSISTENT	unknown	no
NAPA-AS1	NAPA-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268107		COMPLEX	INCONSISTENT	unknown	no
ENSG00000268129		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268163		COMPLEX	INCONSISTENT	unknown	no
ENSG00000268204		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268240		REPRESSED	INCONSISTENT	unknown	no
ENSG00000268266		COMPLEX	INCONSISTENT	unknown	no
FAM156A	FAM156A	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268362		SIMPLE_AND	INCONSISTENT	unknown	no
SMC5-DT	SMC5-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268400		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268403		COMPLEX	INCONSISTENT	unknown	no
MIR4453HG	MIR4453HG	SIMPLE_AND	INCONSISTENT	unknown	no
ZNF8-DT	ZNF8-DT	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000268520		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268543		REPRESSED	INCONSISTENT	unknown	no
ENSG00000268573		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268584		SIMPLE_AND	INCONSISTENT	unknown	no
RAET1E-AS1	RAET1E-AS1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000268603		BIVALENT	INCONSISTENT	unknown	no
ENSG00000268670		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268744		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268798		SIMPLE_AND	INCONSISTENT	unknown	no
LIF-AS2	LIF-AS2	BIVALENT	INCONSISTENT	unknown	no
ENSG00000268842		REPRESSED	COMPLEX	unknown	no
ENSG00000268858		SIMPLE_AND	INCONSISTENT	unknown	no
LIM2-AS1	LIM2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
A1BG-AS1	A1BG-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000268970		COMPLEX	INCONSISTENT	unknown	no
ENSG00000268987		SIMPLE_AND	INCONSISTENT	unknown	no
HOMER3-AS1	HOMER3-AS1	BIVALENT	INCONSISTENT	unknown	no
SF1-DT	SF1-DT	COMPLEX	INCONSISTENT	unknown	no
ENSG00000269102		INCONSISTENT	COMPLEX	unknown	no
ENSG00000269106		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269110		COMPLEX	INCONSISTENT	unknown	no
ENSG00000269176		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269181		BIVALENT	INCONSISTENT	unknown	no
FBXO17	FBXO17	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269210		INCONSISTENT	REPRESSED	unknown	no
LINC00528	LINC00528	SIMPLE_AND	INCONSISTENT	unknown	no
ZSCAN16-AS1	ZSCAN16-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269296		COMPLEX	INCONSISTENT	unknown	no
RAB11B-AS1	RAB11B-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269392		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269399		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269400		COMPLEX	INCONSISTENT	unknown	no
PGLS-DT	PGLS-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269444		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269460		COMPLEX	REPRESSED	unknown	no
ENSG00000269463		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269514		SIMPLE_AND	INCONSISTENT	unknown	no
TMEM185A	TMEM185A	SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000269578		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269680		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269688		SIMPLE_OR	INCONSISTENT	unknown	no
SLC25A53	SLC25A53	SIMPLE_AND	INCONSISTENT	metabolic	no
ENSG00000269749		COMPLEX	INCONSISTENT	unknown	no
ZIM2-AS1	ZIM2-AS1	COMPLEX	INCONSISTENT	unknown	no
PLEKHA3P1	PLEKHA3P1	INCONSISTENT	REPRESSED	unknown	no
KCNQ1OT1	KCNQ1OT1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269825		SIMPLE_AND	INCONSISTENT	unknown	no
ZNF528-AS1	ZNF528-AS1	COMPLEX	INCONSISTENT	transcription factor	no
ENSG00000269846		COMPLEX	INCONSISTENT	unknown	no
ENSG00000269883		REPRESSED	BIVALENT	unknown	no
ARHGAP19-SLIT1	ARHGAP19-SLIT1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269906		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000269919		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269921		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000269935		COMPLEX	BIVALENT	unknown	no
ENSG00000269951		SIMPLE_AND	INCONSISTENT	unknown	no
ERBIN-DT	ERBIN-DT	SIMPLE_AND	INCONSISTENT	unknown	no
MEI4	MEI4	REPRESSED	INCONSISTENT	unknown	no
ZNF559-ZNF177	ZNF559-ZNF177	SIMPLE_AND	INCONSISTENT	transcription factor	no
ENSG00000270012		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000270019		SIMPLE_AND	INCONSISTENT	unknown	no
ATP6V0D1-DT	ATP6V0D1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270061		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000270066		SIMPLE_AND	INCONSISTENT	unknown	no
MIR222HG	MIR222HG	SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000270072		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000270083		COMPLEX	INCONSISTENT	unknown	no
GAS5-AS1	GAS5-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270095		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270103		INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000270117		SIMPLE_AND	INCONSISTENT	unknown	no
VTRNA2-1	VTRNA2-1	INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000270175		SIMPLE_AND	INCONSISTENT	unknown	no
PPP2CA-DT	PPP2CA-DT	SIMPLE_AND	INCONSISTENT	unknown	no
NBPF8	NBPF8	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270299		REPRESSED	INCONSISTENT	unknown	no
ENSG00000270330		REPRESSED	BIVALENT	unknown	no
SMC2-DT	SMC2-DT	COMPLEX	INCONSISTENT	unknown	no
POC1B-AS1	POC1B-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
HMGN3-AS1	HMGN3-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270412		REPRESSED	BIVALENT	unknown	no
CAHM	CAHM	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270426		SIMPLE_AND	INCONSISTENT	unknown	no
KNOP1P2	KNOP1P2	REPRESSED	INCONSISTENT	unknown	no
ENSG00000270504		BIVALENT	INCONSISTENT	unknown	no
FOXP1-DT	FOXP1-DT	BIVALENT	INCONSISTENT	unknown	no
NAV2-AS6	NAV2-AS6	BIVALENT	INCONSISTENT	unknown	no
ENSG00000270638		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270659		SIMPLE_AND	INCONSISTENT	unknown	no
YTHDF3-DT	YTHDF3-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000270705		REPRESSED	INCONSISTENT	unknown	no
HSPE1-MOB4	HSPE1-MOB4	INCONSISTENT	SIMPLE_AND	unknown	no
CD2AP-DT	CD2AP-DT	SIMPLE_AND	INCONSISTENT	unknown	no
RPS10-NUDT3	RPS10-NUDT3	INCONSISTENT	SIMPLE_AND	unknown	no
USP34-DT	USP34-DT	SIMPLE_AND	INCONSISTENT	unknown	no
MAP2K5-DT	MAP2K5-DT	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
ENSG00000270972		INCONSISTENT	COMPLEX	unknown	no
ENSG00000270982		BIVALENT	INCONSISTENT	unknown	no
ENSG00000271002		SIMPLE_AND	INCONSISTENT	unknown	no
SLC4A8-AS1	SLC4A8-AS1	INCONSISTENT	REPRESSED	unknown	no
TLCD4-RWDD3	TLCD4-RWDD3	BIVALENT	INCONSISTENT	unknown	no
SCML2P2	SCML2P2	SIMPLE_OR	INCONSISTENT	unknown	no
HERPUD2-AS1	HERPUD2-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ARMCX5-GPRASP2	ARMCX5-GPRASP2	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271151		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271155		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271192		BIVALENT	REPRESSED	unknown	no
ENSG00000271234		REPRESSED	BIVALENT	unknown	no
ENSG00000271245		INCONSISTENT	REPRESSED	unknown	no
ENSG00000271265		SIMPLE_AND	INCONSISTENT	unknown	no
TMCC1-DT	TMCC1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
CCNY-AS1	CCNY-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271380		SIMPLE_AND	INCONSISTENT	unknown	no
MMP28	MMP28	REPRESSED	BIVALENT	unknown	no
CCL5	CCL5	SIMPLE_AND	INCONSISTENT	unknown	no
LINC02427	LINC02427	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271551		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271581		INCONSISTENT	BIVALENT	unknown	no
MILR1	MILR1	SIMPLE_AND	INCONSISTENT	unknown	no
ATP2B1-AS1	ATP2B1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
IRF2-DT	IRF2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271659		BIVALENT	INCONSISTENT	unknown	no
ATP1B3P1	ATP1B3P1	REPRESSED	BIVALENT	unknown	no
ENSG00000271717		COMPLEX	INCONSISTENT	unknown	no
ENSG00000271737		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271751		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271754		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271780		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271793		COMPLEX	INCONSISTENT	unknown	no
SNORA51	SNORA51	INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000271811		BIVALENT	REPRESSED	unknown	no
BMS1P4	BMS1P4	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271821		COMPLEX	INCONSISTENT	unknown	no
ENSG00000271855		SIMPLE_AND	INCONSISTENT	unknown	no
LINC01215	LINC01215	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271858		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000271860		COMPLEX	INCONSISTENT	unknown	no
ENSG00000271882		SIMPLE_AND	INCONSISTENT	unknown	no
JARID2-DT	JARID2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271918		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000271938		INCONSISTENT	BIVALENT	unknown	no
TTC32-DT	TTC32-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272030		SIMPLE_AND	INCONSISTENT	unknown	no
ANKRD34A	ANKRD34A	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272043		INCONSISTENT	REPRESSED	unknown	no
GTF2H5	GTF2H5	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272050		REPRESSED	INCONSISTENT	unknown	no
ENSG00000272056		SIMPLE_AND	INCONSISTENT	unknown	no
ANKH-DT	ANKH-DT	INCONSISTENT	BIVALENT	unknown	no
ENSG00000272070		COMPLEX	INCONSISTENT	unknown	no
GOLPH3-DT	GOLPH3-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272092		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272106		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272112		SIMPLE_OR	INCONSISTENT	unknown	no
ENSG00000272121		BIVALENT	REPRESSED	unknown	no
ENSG00000272139		REPRESSED	INCONSISTENT	unknown	no
NFYC-AS1	NFYC-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ARF4-AS1	ARF4-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272156		SIMPLE_OR	COMPLEX	unknown	no
CASC15	CASC15	BIVALENT	REPRESSED	unknown	no
ENSG00000272183		BIVALENT	INCONSISTENT	unknown	no
VPS11-DT	VPS11-DT	SIMPLE_AND	INCONSISTENT	unknown	no
MAP7-AS1	MAP7-AS1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000272202		BIVALENT	INCONSISTENT	unknown	no
ENSG00000272240		SIMPLE_AND	INCONSISTENT	unknown	no
NUP153-AS1	NUP153-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
LINC02084	LINC02084	BIVALENT	REPRESSED	unknown	no
ENSG00000272330		INCONSISTENT	REPRESSED	unknown	no
ENSG00000272341		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272347		REPRESSED	BIVALENT	unknown	no
ENSG00000272366		BIVALENT	INCONSISTENT	unknown	no
ENSG00000272368		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272384		INCONSISTENT	REPRESSED	unknown	no
CD24	CD24	BIVALENT	SIMPLE_OR	unknown	no
ENSG00000272410		SIMPLE_AND	INCONSISTENT	unknown	no
LINC01145	LINC01145	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272447		SIMPLE_AND	INCONSISTENT	unknown	no
MRPL20-DT	MRPL20-DT	SIMPLE_AND	COMPLEX	unknown	no
LINC02980	LINC02980	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272463		SIMPLE_AND	BIVALENT	unknown	no
ENSG00000272476		INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000272482		INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000272501		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272512		BIVALENT	INCONSISTENT	unknown	no
BTF3-DT	BTF3-DT	SIMPLE_AND	INCONSISTENT	unknown	no
SNORA28	SNORA28	INCONSISTENT	SIMPLE_OR	unknown	no
MIR4787	MIR4787	REPRESSED	INCONSISTENT	unknown	no
ENSG00000272554		REPRESSED	INCONSISTENT	unknown	no
H3-3A-DT	H3-3A-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272578		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272583		INCONSISTENT	REPRESSED	unknown	no
PPP4R3B-DT	PPP4R3B-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272622		COMPLEX	INCONSISTENT	unknown	no
ENSG00000272631		SIMPLE_AND	INCONSISTENT	unknown	no
JTB-DT	JTB-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272667		SIMPLE_AND	INCONSISTENT	unknown	no
HNRNPD-DT	HNRNPD-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272679		BIVALENT	INCONSISTENT	unknown	no
WASL-DT	WASL-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272688		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272689		SIMPLE_AND	INCONSISTENT	unknown	no
LINC02018	LINC02018	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272691		BIVALENT	INCONSISTENT	unknown	no
GAS6-DT	GAS6-DT	REPRESSED	INCONSISTENT	unknown	no
MESTIT1	MESTIT1	BIVALENT	REPRESSED	unknown	no
ENSG00000272702		BIVALENT	INCONSISTENT	unknown	no
HK2-DT	HK2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272715		BIVALENT	INCONSISTENT	unknown	no
SLC30A6-DT	SLC30A6-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272735		SIMPLE_AND	INCONSISTENT	unknown	no
WDR5B-DT	WDR5B-DT	SIMPLE_AND	INCONSISTENT	unknown	no
GAR1-DT	GAR1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272801		BIVALENT	INCONSISTENT	unknown	no
ENSG00000272812		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272821		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272829		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272831		SIMPLE_AND	INCONSISTENT	unknown	no
SUV39H2-DT	SUV39H2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
SAP30-DT	SAP30-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272884		SIMPLE_AND	INCONSISTENT	unknown	no
CHASERR	CHASERR	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272892		SIMPLE_AND	INCONSISTENT	unknown	no
MIOS-DT	MIOS-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272906		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272913		SIMPLE_AND	REPRESSED	unknown	no
ENSG00000272916		SIMPLE_AND	INCONSISTENT	unknown	no
LRRC8D-DT	LRRC8D-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272941		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272953		BIVALENT	INCONSISTENT	unknown	no
ENSG00000272980		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000272991		SIMPLE_AND	INCONSISTENT	unknown	no
C2orf49-DT	C2orf49-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ARHGEF2-AS2	ARHGEF2-AS2	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273004		SIMPLE_AND	INCONSISTENT	unknown	no
CSGALNACT2-DT	CSGALNACT2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273010		COMPLEX	INCONSISTENT	unknown	no
LINC00938	LINC00938	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273026		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273027		INCONSISTENT	BIVALENT	unknown	no
ENSG00000273046		BIVALENT	INCONSISTENT	unknown	no
ENSG00000273049		REPRESSED	INCONSISTENT	unknown	no
CDC37L1-DT	CDC37L1-DT	SIMPLE_AND	INCONSISTENT	kinase/signaling	no
RALGPS2-AS1	RALGPS2-AS1	BIVALENT	INCONSISTENT	unknown	no
ENSG00000273064		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273066		BIVALENT	INCONSISTENT	unknown	no
ENSG00000273080		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273084		REPRESSED	INCONSISTENT	unknown	no
INSIG1-DT	INSIG1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273139		SIMPLE_AND	INCONSISTENT	unknown	no
LCDR	LCDR	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273154		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273162		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273175		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273179		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273181		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273204		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273209		BIVALENT	INCONSISTENT	unknown	no
ENSG00000273210		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273216		REPRESSED	INCONSISTENT	unknown	no
ENSG00000273226		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273240		SIMPLE_AND	INCONSISTENT	unknown	no
RAB33B-AS1	RAB33B-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
WDR5-DT	WDR5-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273272		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273297		INCONSISTENT	BIVALENT	unknown	no
ENSG00000273320		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273329		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273338		INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000273341		INCONSISTENT	REPRESSED	unknown	no
ENSG00000273343		SIMPLE_AND	INCONSISTENT	unknown	no
PAXIP1-DT	PAXIP1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273345		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273355		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273361		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273363		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273367		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273375		SIMPLE_AND	INCONSISTENT	unknown	no
TMEM167B-DT	TMEM167B-DT	COMPLEX	INCONSISTENT	unknown	no
ENSG00000273387		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273394		INCONSISTENT	BIVALENT	unknown	no
ENSG00000273416		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273432		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273433		BIVALENT	INCONSISTENT	unknown	no
ENSG00000273437		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273451		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273456		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273521		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273523		BIVALENT	INCONSISTENT	unknown	no
ENSG00000273537		REPRESSED	INCONSISTENT	unknown	no
SNORA44	SNORA44	COMPLEX	SIMPLE_AND	unknown	no
CWC25	CWC25	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273565		COMPLEX	INCONSISTENT	unknown	no
EPOP	EPOP	BIVALENT	INCONSISTENT	unknown	no
ENSG00000273619		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273637		COMPLEX	INCONSISTENT	unknown	no
ENSG00000273654		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273677		REPRESSED	INCONSISTENT	unknown	no
ENSG00000273702		SIMPLE_AND	INCONSISTENT	unknown	no
H2BC14	H2BC14	SIMPLE_AND	INCONSISTENT	unknown	no
LHX1	LHX1	REPRESSED	BIVALENT	transcription factor	no
SUGT1-DT	SUGT1-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273759		SIMPLE_AND	INCONSISTENT	unknown	no
RNVU1-29	RNVU1-29	INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000273796		REPRESSED	INCONSISTENT	unknown	no
ENSG00000273797		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000273958		INCONSISTENT	REPRESSED	unknown	no
ENSG00000273973		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274015		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274092		BIVALENT	INCONSISTENT	unknown	no
ENSG00000274104		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274124		SIMPLE_OR	INCONSISTENT	unknown	no
MIR6774	MIR6774	INCONSISTENT	REPRESSED	unknown	no
NATD1	NATD1	BIVALENT	INCONSISTENT	unknown	no
RNVU1-27	RNVU1-27	INCONSISTENT	SIMPLE_OR	unknown	no
SOCS7	SOCS7	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274212		INCONSISTENT	COMPLEX	unknown	no
ENSG00000274213		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274220		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274251		SIMPLE_AND	INCONSISTENT	unknown	no
SYNGAP1-AS1	SYNGAP1-AS1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274265		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274269		REPRESSED	INCONSISTENT	unknown	no
ENSG00000274270		BIVALENT	INCONSISTENT	unknown	no
H2BC6	H2BC6	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274292		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274322		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274340		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274396		INCONSISTENT	REPRESSED	unknown	no
ENSG00000274430		INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000274444		REPRESSED	INCONSISTENT	unknown	no
ENSG00000274447		BIVALENT	INCONSISTENT	unknown	no
ENSG00000274460		SIMPLE_AND	INCONSISTENT	unknown	no
NPEPPSP1	NPEPPSP1	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274491		BIVALENT	INCONSISTENT	unknown	no
ENSG00000274503		REPRESSED	INCONSISTENT	unknown	no
ENSG00000274528		SIMPLE_AND	INCONSISTENT	unknown	no
MIR223HG	MIR223HG	INCONSISTENT	SIMPLE_AND	unknown	no
SNORA16A	SNORA16A	COMPLEX	INCONSISTENT	unknown	no
PCCA-DT	PCCA-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274667		COMPLEX	INCONSISTENT	unknown	no
ENSG00000274695		COMPLEX	INCONSISTENT	unknown	no
ENSG00000274712		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274737		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274760		COMPLEX	INCONSISTENT	unknown	no
NPHP3-ACAD11	NPHP3-ACAD11	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274828		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274833		BIVALENT	INCONSISTENT	unknown	no
ENSG00000274864		INCONSISTENT	REPRESSED	unknown	no
ENSG00000274895		REPRESSED	BIVALENT	unknown	no
ENSG00000274904		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274922		SIMPLE_AND	INCONSISTENT	unknown	no
ZKSCAN2-DT	ZKSCAN2-DT	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274929		SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000274954		SIMPLE_AND	INCONSISTENT	unknown	no
RNU11	RNU11	INCONSISTENT	SIMPLE_AND	unknown	no
ENSG00000274993		REPRESSED	BIVALENT	unknown	no
SNORA17A	SNORA17A	INCONSISTENT	SIMPLE_AND	unknown	no
ZNF280B	ZNF280B	SIMPLE_OR	COMPLEX	transcription factor	no
ALOXE3P1	ALOXE3P1	REPRESSED	INCONSISTENT	unknown	no
ENSG00000275055		COMPLEX	INCONSISTENT	unknown	no
ENSG00000275069		BIVALENT	INCONSISTENT	unknown	no
SNORD50B	SNORD50B	COMPLEX	INCONSISTENT	unknown	no
NUDT18	NUDT18	SIMPLE_AND	INCONSISTENT	unknown	no
ENSG00000275092		SIMPLE_AND	INCONSISTENT	unknown	no
ZNF2	ZNF2	SIMPLE_AND	INCONSISTENT	transcription factor	no
SCARNA16	SCARNA16	INCONSISTENT	SIMPLE_AND	unknown	no
