gene_id	gene_name	GM12878_gate_type	K562_gate_type	switch_category
ENSG00000255191		REPRESSED	INCONSISTENT	complex->complex
ENSG00000255197		INCONSISTENT	INCONSISTENT	no change
ENSG00000255198	SNHG9	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255224		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255234	CCDC90B-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255236	CHKA-DT	INCONSISTENT	INCONSISTENT	no change
ENSG00000255238	RFPL4AP1	REPRESSED	REPRESSED	no change
ENSG00000255239	TREHP1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255245	FXYD6-FXYD2	REPRESSED	BIVALENT	complex->complex
ENSG00000255254	HIGD1AP5	INCONSISTENT	INCONSISTENT	no change
ENSG00000255272		INCONSISTENT	BIVALENT	complex->complex
ENSG00000255284	GATD1-DT	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255292		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255302	EID1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000255306		INCONSISTENT	INCONSISTENT	no change
ENSG00000255314		INCONSISTENT	INCONSISTENT	no change
ENSG00000255320		INCONSISTENT	INCONSISTENT	no change
ENSG00000255326		INCONSISTENT	INCONSISTENT	no change
ENSG00000255328		INCONSISTENT	INCONSISTENT	no change
ENSG00000255331		REPRESSED	REPRESSED	no change
ENSG00000255337	TMEM123-DT	INCONSISTENT	INCONSISTENT	no change
ENSG00000255339		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255355	PATL1-DT	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255366		REPRESSED	BIVALENT	complex->complex
ENSG00000255381		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255384		INCONSISTENT	INCONSISTENT	no change
ENSG00000255390	DCHS1-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255397	NASPP1	REPRESSED	REPRESSED	no change
ENSG00000255399	TBX5-AS1	REPRESSED	REPRESSED	no change
ENSG00000255406	LINC02730	REPRESSED	REPRESSED	no change
ENSG00000255432		INCONSISTENT	INCONSISTENT	no change
ENSG00000255435	TTC36-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255439		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255440		INCONSISTENT	INCONSISTENT	no change
ENSG00000255458	SMIM14-DT	INCONSISTENT	INCONSISTENT	no change
ENSG00000255467		INCONSISTENT	INCONSISTENT	no change
ENSG00000255468	B4GAT1-DT	INCONSISTENT	INCONSISTENT	no change
ENSG00000255507	UVRAG-DT	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255508		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255513		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255517	DPP3-DT	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255521	CD44-DT	INCONSISTENT	BIVALENT	complex->complex
ENSG00000255526	NEDD8-MDP1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255529	POLR2M	SIMPLE_AND	COMPLEX	simple->complex
ENSG00000255530		INCONSISTENT	INCONSISTENT	no change
ENSG00000255537		INCONSISTENT	INCONSISTENT	no change
ENSG00000255542		REPRESSED	REPRESSED	no change
ENSG00000255559	ZNF252P-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255561	FDXACB1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255568	BRWD1-AS2	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255571	MIR9-3HG	REPRESSED	REPRESSED	no change
ENSG00000255572		INCONSISTENT	INCONSISTENT	no change
ENSG00000255581		REPRESSED	INCONSISTENT	complex->complex
ENSG00000255606	LINC02952	INCONSISTENT	INCONSISTENT	no change
ENSG00000255621		BIVALENT	INCONSISTENT	complex->complex
ENSG00000255624	C10orf88B	INCONSISTENT	INCONSISTENT	no change
ENSG00000255639		INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000255647		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255663		COMPLEX	INCONSISTENT	complex->complex
ENSG00000255680		INCONSISTENT	INCONSISTENT	no change
ENSG00000255717	SNHG1	SIMPLE_AND	SIMPLE_AND	no change
ENSG00000255730		INCONSISTENT	SIMPLE_AND	complex->simple
ENSG00000255733	IFNG-AS1	SIMPLE_AND	REPRESSED	simple->complex
ENSG00000255749	GNAI2P1	REPRESSED	INCONSISTENT	complex->complex
ENSG00000255760	LINC02422	INCONSISTENT	INCONSISTENT	no change
ENSG00000255808	PDE2A-AS1	REPRESSED	BIVALENT	complex->complex
ENSG00000255835		INCONSISTENT	INCONSISTENT	no change
ENSG00000255856		BIVALENT	COMPLEX	complex->complex
ENSG00000255857	PXN-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255858		INCONSISTENT	INCONSISTENT	no change
ENSG00000255867	DENND5B-AS1	INCONSISTENT	BIVALENT	complex->complex
ENSG00000255872		BIVALENT	INCONSISTENT	complex->complex
ENSG00000255882		INCONSISTENT	INCONSISTENT	no change
ENSG00000255920	CCND2-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255921		INCONSISTENT	INCONSISTENT	no change
ENSG00000255949	RPS6KB2-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255958	GABARAPL1-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000255959		INCONSISTENT	INCONSISTENT	no change
ENSG00000255966	GAPDH-DT	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000255967	HADHAP2	REPRESSED	REPRESSED	no change
ENSG00000255973		REPRESSED	REPRESSED	no change
ENSG00000255992		INCONSISTENT	INCONSISTENT	no change
ENSG00000256008	CABP1-DT	BIVALENT	BIVALENT	no change
ENSG00000256028		SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000256030	CBX3P4	INCONSISTENT	INCONSISTENT	no change
ENSG00000256034		INCONSISTENT	INCONSISTENT	no change
ENSG00000256043	CTSO	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000256053	COA8	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000256060	TRAPPC2B	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000256073	URB1-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000256087	ZNF432	SIMPLE_AND	COMPLEX	simple->complex
ENSG00000256092	SBNO1-AS1	SIMPLE_AND	INCONSISTENT	simple->complex
ENSG00000256100		INCONSISTENT	INCONSISTENT	no change
ENSG00000256116		INCONSISTENT	INCONSISTENT	no change
ENSG00000256128	LINC00944	COMPLEX	INCONSISTENT	complex->complex
ENSG00000256150	ITFG2-AS1	INCONSISTENT	INCONSISTENT	no change
ENSG00000256155	LINC02598	INCONSISTENT	INCONSISTENT	no change
ENSG00000256196		INCONSISTENT	BIVALENT	complex->complex
ENSG00000256206		INCONSISTENT	INCONSISTENT	no change
ENSG00000256223	ZNF10	SIMPLE_AND	INCONSISTENT	simple->complex
