gene_id	gene_name	gate_type_GM12878	gate_type_K562	switch_direction	GM12878_expression	K562_expression	replicate_check
ENSG00000005884	ITGA3	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000006016	CRLF1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000006042	TMEM98	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000006047	YBX2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000006062	MAP3K14	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000006118	TMEM132A	SIMPLE_OR	BIVALENT	OR→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000006194	ZNF263	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000006282	SPATA20	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000006327	TNFRSF12A	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000006432	MAP3K9	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000006459	KDM7A	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000006468	ETV1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000006555	TTC22	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000006611	USH1C	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000006638	TBXA2R	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000006704	GTF2IRD1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000006747	SCIN	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000006837	CDKL3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007038	PRSS21	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000007129	CEACAM21	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007255	TRAPPC6A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007306	CEACAM7	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007372	PAX6	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007402	CACNA2D2	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007516	BAIAP3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007545	CRAMP1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007866	TEAD3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000007968	E2F2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008086	CDKL5	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008226	DLEC1	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000008256	CYTH3	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008277	ADAM22	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008282	SYPL1	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000008300	CELSR3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008311	AASS	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008323	PLEKHG6	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008324	SS18L2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008382	MPND	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008513	ST3GAL1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000008710	PKD1	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000008838	MED24	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000008952	SEC62	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000009307	CSDE1	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000009780	FAM76A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000010030	ETV7	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000010278	CD9	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000010361	FUZ	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000010539	ZNF200	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000010626	LRRC23	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000010704	HFE	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000010810	FYN	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000011052	NME1-NME2	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000011105	TSPAN9	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000011258	MBTD1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000011332	DPF1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000011347	SYT7	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000011422	PLAUR	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000011451	WIZ	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000011523	CEP68	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000011590	ZBTB32	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000012174	MBTPS2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000012779	ALOX5	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000012822	CALCOCO1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000012983	MAP4K5	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000013016	EHD3	SIMPLE_OR	REPRESSED	OR→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000013288	MAN2B2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000013364	MVP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000013392	RWDD2A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000013563	DNASE1L1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000013583	HEBP1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000013588	GPRC5A	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000014123	UFL1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000015133	CCDC88C	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000015285	WAS	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000015532	XYLT2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000016391	CHDH	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000017427	IGF1	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000019144	PHLDB1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000020577	SAMD4A	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000021300	PLEKHB1	SIMPLE_OR	BIVALENT	OR→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000021355	SERPINB1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000021762	OSBPL5	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000022567	SLC45A4	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000022976	ZNF839	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000023041	ZDHHC6	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000023445	BIRC3	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000023516	AKAP11	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000023572	GLRX2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000023608	SNAPC1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000023697	DERA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000023902	PLEKHO1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000024862	CCDC28A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000025039	RRAGD	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000025434	NR1H3	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000026036	RTEL1-TNFRSF6B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000026508	CD44	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000026559	KCNG1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000026652	AGPAT4	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000026950	BTN3A1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000027001	MIPEP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000027075	PRKCH	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000027644	INSRR	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000027697	IFNGR1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000027847	B4GALT7	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000028277	POU2F2	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000029153	BMAL2	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000030419	IKZF2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000031081	ARHGAP31	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000031691	CENPQ	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000032219	ARID4A	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000032742	IFT88	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000033011	ALG1	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000033170	FUT8	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000033327	GAB2	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000034152	MAP2K3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000034533	ASTE1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000035115	SH3YL1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000035687	ADSS2	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000036530	CYP46A1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000036672	USP2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000037965	HOXC8	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000038002	AGA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000038210	PI4K2B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000038382	TRIO	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000039319	ZFYVE16	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000039560	RAI14	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000040199	PHLPP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000040531	CTNS	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000041880	PARP3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000041988	THAP3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000042286	AIFM2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000042317	SPATA7	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000043355	ZIC2	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000043591	ADRB1	SIMPLE_OR	INCONSISTENT	OR→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000046647	GEMIN8	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000046651	OFD1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000046653	GPM6B	BIVALENT	REPRESSED	BIV→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000047188	YTHDC2	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000047315	POLR2B	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000047346	ATOSA	SIMPLE_OR	REPRESSED	OR→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000047365	ARAP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000047578	KATNIP	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000047597	XK	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000047644	WWC3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000047648	ARHGAP6	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000048392	RRM2B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000048462	TNFRSF17	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000048471	SNX29	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000049130	KITLG	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000049192	ADAMTS6	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000049239	H6PD	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000049246	PER3	SIMPLE_OR	COMPLEX	OR→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000049249	TNFRSF9	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000049323	LTBP1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000049449	RCN1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000049769	PPP1R3F	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000049860	HEXB	SIMPLE_AND	SIMPLE_OR	AND→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000049883	PTCD2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000050165	DKK3	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000050344	NFE2L3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000050405	LIMA1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000050438	SLC4A8	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000050628	PTGER3	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000050767	COL23A1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000050820	BCAR1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000051128	HOMER3	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000051620	HEBP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000052126	PLEKHA5	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000052850	ALX4	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000053254	FOXN3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000053524	MCF2L2	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000053918	KCNQ1	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054179	ENTPD2	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054219	LY75	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000054392	HHAT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054611	TBC1D22A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054690	PLEKHH1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054965	FAM168A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054967	RELT	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000054983	GALC	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000055118	KCNH2	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000055163	CYFIP2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000055211	GINM1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000055732	MCOLN3	INCONSISTENT	BIVALENT	INC→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000056050	HPF1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000056277	ZNF280C	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000056736	IL17RB	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000057019	DCBLD2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000057294	PKP2	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000057657	PRDM1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000057704	TMCC3	SIMPLE_OR	REPRESSED	OR→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000057935	MTA3	BIVALENT	SIMPLE_OR	BIV→OR			NOT_EVALUATED_consensus_calls_only
ENSG00000058056	USP13	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000058673	ZC3H11A	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000059122	FLYWCH1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000059145	UNKL	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000059377	TBXAS1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000059378	PARP12	SIMPLE_OR	COMPLEX	OR→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000059769	DNAJC25	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000060069	CTDP1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000060140	STYK1	COMPLEX	INCONSISTENT	CPX→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000060558	GNA15	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000060642	PIGV	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000061273	HDAC7	SIMPLE_OR	SIMPLE_AND	OR→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000061337	LZTS1	REPRESSED	BIVALENT	REP→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000061492	WNT8A	INCONSISTENT	REPRESSED	INC→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000061656	SPAG4	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000061676	NCKAP1	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000061936	SFSWAP	SIMPLE_AND	COMPLEX	AND→CPX			NOT_EVALUATED_consensus_calls_only
ENSG00000062524	LTK	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000063169	BICRA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000063176	SPHK2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000063322	MED29	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000063438	AHRR	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000063660	GPC1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000063761	ADCK1	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000064225	ST3GAL6	SIMPLE_AND	REPRESSED	AND→REP			NOT_EVALUATED_consensus_calls_only
ENSG00000064489	BORCS8-MEF2B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000064692	SNCAIP	REPRESSED	INCONSISTENT	REP→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000064933	PMS1	COMPLEX	SIMPLE_AND	CPX→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000064999	ANKS1A	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065029	ZNF76	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065054	SLC9A3R2	INCONSISTENT	SIMPLE_AND	INC→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000065135	GNAI3	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065154	OAT	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000065308	TRAM2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065320	NTN1	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065357	DGKA	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065413	ANKRD44	SIMPLE_AND	BIVALENT	AND→BIV			NOT_EVALUATED_consensus_calls_only
ENSG00000065491	TBC1D22B	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065534	MYLK	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065615	CYB5R4	BIVALENT	INCONSISTENT	BIV→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065665	SEC61A2	SIMPLE_AND	INCONSISTENT	AND→INC			NOT_EVALUATED_consensus_calls_only
ENSG00000065675	PRKCQ	BIVALENT	SIMPLE_AND	BIV→AND			NOT_EVALUATED_consensus_calls_only
ENSG00000065717	TLE2	REPRESSED	SIMPLE_AND	REP→AND			NOT_EVALUATED_consensus_calls_only
