gene_id	gate_type_gm12878	gate_type_k562	and_origin
ENSG00000255240	SIMPLE_OR	NULL	NEITHER
ENSG00000255244	NULL	REPRESSED	NEITHER
ENSG00000255245	REPRESSED	BIVALENT	NEITHER
ENSG00000255247	INCONSISTENT	NULL	NEITHER
ENSG00000255252	INCONSISTENT	NULL	NEITHER
ENSG00000255256	REPRESSED	NULL	NEITHER
ENSG00000255266	NULL	REPRESSED	NEITHER
ENSG00000255269	NULL	INCONSISTENT	NEITHER
ENSG00000255270	NULL	REPRESSED	NEITHER
ENSG00000255271	NULL	REPRESSED	NEITHER
ENSG00000255272	INCONSISTENT	BIVALENT	NEITHER
ENSG00000255274	REPRESSED	NULL	NEITHER
ENSG00000255276	REPRESSED	NULL	NEITHER
ENSG00000255280	REPRESSED	NULL	NEITHER
ENSG00000255282	NULL	INCONSISTENT	NEITHER
ENSG00000255284	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255292	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255301	INCONSISTENT	NULL	NEITHER
ENSG00000255308	NULL	REPRESSED	NEITHER
ENSG00000255309	NULL	REPRESSED	NEITHER
ENSG00000255315	REPRESSED	NULL	NEITHER
ENSG00000255330	REPRESSED	NULL	NEITHER
ENSG00000255332	NULL	INCONSISTENT	NEITHER
ENSG00000255334	INCONSISTENT	NULL	NEITHER
ENSG00000255339	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255355	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255366	REPRESSED	BIVALENT	NEITHER
ENSG00000255367	NULL	INCONSISTENT	NEITHER
ENSG00000255369	REPRESSED	NULL	NEITHER
ENSG00000255374	REPRESSED	NULL	NEITHER
ENSG00000255381	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255402	INCONSISTENT	NULL	NEITHER
ENSG00000255404	NULL	REPRESSED	NEITHER
ENSG00000255420	REPRESSED	NULL	NEITHER
ENSG00000255426	NULL	REPRESSED	NEITHER
ENSG00000255428	INCONSISTENT	NULL	NEITHER
ENSG00000255438	NULL	REPRESSED	NEITHER
ENSG00000255439	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255441	SIMPLE_AND	NULL	GM12878
ENSG00000255446	NULL	INCONSISTENT	NEITHER
ENSG00000255451	NULL	REPRESSED	NEITHER
ENSG00000255460	NULL	REPRESSED	NEITHER
ENSG00000255462	INCONSISTENT	NULL	NEITHER
ENSG00000255463	INCONSISTENT	NULL	NEITHER
ENSG00000255470	NULL	REPRESSED	NEITHER
ENSG00000255471	NULL	INCONSISTENT	NEITHER
ENSG00000255474	REPRESSED	NULL	NEITHER
ENSG00000255475	NULL	REPRESSED	NEITHER
ENSG00000255478	NULL	INCONSISTENT	NEITHER
ENSG00000255479	REPRESSED	NULL	NEITHER
ENSG00000255487	INCONSISTENT	NULL	NEITHER
ENSG00000255492	COMPLEX	NULL	NEITHER
ENSG00000255495	NULL	INCONSISTENT	NEITHER
ENSG00000255498	NULL	INCONSISTENT	NEITHER
ENSG00000255504	REPRESSED	NULL	NEITHER
ENSG00000255507	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255508	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255513	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255517	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255521	INCONSISTENT	BIVALENT	NEITHER
ENSG00000255523	REPRESSED	NULL	NEITHER
ENSG00000255529	SIMPLE_AND	COMPLEX	GM12878
ENSG00000255533	NULL	INCONSISTENT	NEITHER
ENSG00000255545	REPRESSED	NULL	NEITHER
ENSG00000255552	REPRESSED	NULL	NEITHER
ENSG00000255553	NULL	INCONSISTENT	NEITHER
ENSG00000255554	NULL	REPRESSED	NEITHER
ENSG00000255555	REPRESSED	NULL	NEITHER
ENSG00000255559	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255561	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255568	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255575	NULL	REPRESSED	NEITHER
ENSG00000255581	REPRESSED	INCONSISTENT	NEITHER
ENSG00000255585	REPRESSED	NULL	NEITHER
ENSG00000255599	REPRESSED	NULL	NEITHER
ENSG00000255621	BIVALENT	INCONSISTENT	NEITHER
ENSG00000255639	INCONSISTENT	SIMPLE_AND	K562
ENSG00000255642	COMPLEX	NULL	NEITHER
ENSG00000255647	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255663	COMPLEX	INCONSISTENT	NEITHER
ENSG00000255666	NULL	INCONSISTENT	NEITHER
ENSG00000255670	INCONSISTENT	NULL	NEITHER
ENSG00000255671	NULL	REPRESSED	NEITHER
ENSG00000255672	INCONSISTENT	NULL	NEITHER
ENSG00000255679	NULL	INCONSISTENT	NEITHER
ENSG00000255690	REPRESSED	NULL	NEITHER
ENSG00000255693	COMPLEX	NULL	NEITHER
ENSG00000255704	NULL	REPRESSED	NEITHER
ENSG00000255713	NULL	REPRESSED	NEITHER
ENSG00000255726	NULL	REPRESSED	NEITHER
ENSG00000255730	INCONSISTENT	SIMPLE_AND	K562
ENSG00000255733	SIMPLE_AND	REPRESSED	GM12878
ENSG00000255745	COMPLEX	NULL	NEITHER
ENSG00000255749	REPRESSED	INCONSISTENT	NEITHER
ENSG00000255763	INCONSISTENT	NULL	NEITHER
ENSG00000255774	NULL	REPRESSED	NEITHER
ENSG00000255808	REPRESSED	BIVALENT	NEITHER
ENSG00000255825	NULL	INCONSISTENT	NEITHER
ENSG00000255829	NULL	REPRESSED	NEITHER
ENSG00000255836	NULL	INCONSISTENT	NEITHER
ENSG00000255845	NULL	REPRESSED	NEITHER
ENSG00000255850	COMPLEX	NULL	NEITHER
ENSG00000255856	BIVALENT	COMPLEX	NEITHER
ENSG00000255857	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255867	INCONSISTENT	BIVALENT	NEITHER
ENSG00000255870	NULL	REPRESSED	NEITHER
ENSG00000255872	BIVALENT	INCONSISTENT	NEITHER
ENSG00000255874	NULL	INCONSISTENT	NEITHER
ENSG00000255875	REPRESSED	NULL	NEITHER
ENSG00000255883	NULL	INCONSISTENT	NEITHER
ENSG00000255893	SIMPLE_OR	NULL	NEITHER
ENSG00000255916	NULL	REPRESSED	NEITHER
ENSG00000255919	REPRESSED	NULL	NEITHER
ENSG00000255928	REPRESSED	NULL	NEITHER
ENSG00000255929	REPRESSED	NULL	NEITHER
ENSG00000255931	NULL	INCONSISTENT	NEITHER
ENSG00000255966	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000255980	NULL	REPRESSED	NEITHER
ENSG00000255986	NULL	REPRESSED	NEITHER
ENSG00000255987	NULL	REPRESSED	NEITHER
ENSG00000255995	NULL	INCONSISTENT	NEITHER
ENSG00000256001	NULL	INCONSISTENT	NEITHER
ENSG00000256013	NULL	REPRESSED	NEITHER
ENSG00000256020	NULL	INCONSISTENT	NEITHER
ENSG00000256028	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256035	REPRESSED	NULL	NEITHER
ENSG00000256039	COMPLEX	NULL	NEITHER
ENSG00000256041	NULL	REPRESSED	NEITHER
ENSG00000256043	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256053	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256060	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256071	INCONSISTENT	NULL	NEITHER
ENSG00000256073	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256079	NULL	REPRESSED	NEITHER
ENSG00000256084	COMPLEX	NULL	NEITHER
ENSG00000256087	SIMPLE_AND	COMPLEX	GM12878
ENSG00000256092	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256124	SIMPLE_AND	NULL	GM12878
ENSG00000256128	COMPLEX	INCONSISTENT	NEITHER
ENSG00000256139	NULL	INCONSISTENT	NEITHER
ENSG00000256151	INCONSISTENT	NULL	NEITHER
ENSG00000256159	INCONSISTENT	NULL	NEITHER
ENSG00000256166	NULL	REPRESSED	NEITHER
ENSG00000256167	NULL	REPRESSED	NEITHER
ENSG00000256189	INCONSISTENT	NULL	NEITHER
ENSG00000256196	INCONSISTENT	BIVALENT	NEITHER
ENSG00000256197	REPRESSED	NULL	NEITHER
ENSG00000256204	INCONSISTENT	NULL	NEITHER
ENSG00000256221	NULL	INCONSISTENT	NEITHER
ENSG00000256223	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256226	INCONSISTENT	NULL	NEITHER
ENSG00000256232	NULL	INCONSISTENT	NEITHER
ENSG00000256235	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256237	INCONSISTENT	REPRESSED	NEITHER
ENSG00000256258	NULL	INCONSISTENT	NEITHER
ENSG00000256259	INCONSISTENT	NULL	NEITHER
ENSG00000256273	NULL	REPRESSED	NEITHER
ENSG00000256278	NULL	INCONSISTENT	NEITHER
ENSG00000256285	REPRESSED	NULL	NEITHER
ENSG00000256294	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256299	SIMPLE_OR	NULL	NEITHER
ENSG00000256356	NULL	REPRESSED	NEITHER
ENSG00000256372	REPRESSED	NULL	NEITHER
ENSG00000256381	INCONSISTENT	NULL	NEITHER
ENSG00000256400	REPRESSED	NULL	NEITHER
ENSG00000256417	NULL	INCONSISTENT	NEITHER
ENSG00000256462	REPRESSED	NULL	NEITHER
ENSG00000256465	COMPLEX	NULL	NEITHER
ENSG00000256508	REPRESSED	INCONSISTENT	NEITHER
ENSG00000256537	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256546	SIMPLE_OR	SIMPLE_AND	K562
ENSG00000256551	REPRESSED	NULL	NEITHER
ENSG00000256557	NULL	REPRESSED	NEITHER
ENSG00000256560	INCONSISTENT	REPRESSED	NEITHER
ENSG00000256566	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256568	SIMPLE_AND	REPRESSED	GM12878
ENSG00000256577	NULL	BIVALENT	NEITHER
ENSG00000256582	COMPLEX	NULL	NEITHER
ENSG00000256591	COMPLEX	SIMPLE_AND	K562
ENSG00000256594	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000256603	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256616	NULL	BIVALENT	NEITHER
ENSG00000256628	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256640	INCONSISTENT	NULL	NEITHER
ENSG00000256654	BIVALENT	NULL	NEITHER
ENSG00000256661	NULL	INCONSISTENT	NEITHER
ENSG00000256672	INCONSISTENT	NULL	NEITHER
ENSG00000256674	REPRESSED	NULL	NEITHER
ENSG00000256681	NULL	INCONSISTENT	NEITHER
ENSG00000256684	NULL	INCONSISTENT	NEITHER
ENSG00000256690	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256705	INCONSISTENT	NULL	NEITHER
ENSG00000256706	REPRESSED	INCONSISTENT	NEITHER
ENSG00000256712	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256723	INCONSISTENT	NULL	NEITHER
ENSG00000256733	NULL	REPRESSED	NEITHER
ENSG00000256742	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256771	COMPLEX	INCONSISTENT	NEITHER
ENSG00000256802	NULL	INCONSISTENT	NEITHER
ENSG00000256804	NULL	REPRESSED	NEITHER
ENSG00000256813	NULL	INCONSISTENT	NEITHER
ENSG00000256814	INCONSISTENT	NULL	NEITHER
ENSG00000256824	REPRESSED	INCONSISTENT	NEITHER
ENSG00000256826	NULL	INCONSISTENT	NEITHER
ENSG00000256827	INCONSISTENT	NULL	NEITHER
ENSG00000256843	INCONSISTENT	COMPLEX	NEITHER
ENSG00000256844	REPRESSED	NULL	NEITHER
ENSG00000256879	REPRESSED	NULL	NEITHER
ENSG00000256950	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256966	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000256968	INCONSISTENT	NULL	NEITHER
ENSG00000256971	NULL	INCONSISTENT	NEITHER
ENSG00000256972	REPRESSED	NULL	NEITHER
ENSG00000256981	REPRESSED	INCONSISTENT	NEITHER
ENSG00000256987	REPRESSED	NULL	NEITHER
ENSG00000256988	COMPLEX	NULL	NEITHER
ENSG00000257016	REPRESSED	NULL	NEITHER
ENSG00000257017	NULL	REPRESSED	NEITHER
ENSG00000257021	NULL	INCONSISTENT	NEITHER
ENSG00000257042	REPRESSED	NULL	NEITHER
ENSG00000257043	NULL	REPRESSED	NEITHER
ENSG00000257048	REPRESSED	NULL	NEITHER
ENSG00000257057	BIVALENT	INCONSISTENT	NEITHER
ENSG00000257058	BIVALENT	INCONSISTENT	NEITHER
ENSG00000257065	NULL	INCONSISTENT	NEITHER
ENSG00000257067	INCONSISTENT	NULL	NEITHER
ENSG00000257069	REPRESSED	NULL	NEITHER
ENSG00000257075	REPRESSED	NULL	NEITHER
ENSG00000257094	NULL	INCONSISTENT	NEITHER
ENSG00000257108	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257119	NULL	REPRESSED	NEITHER
ENSG00000257120	NULL	INCONSISTENT	NEITHER
ENSG00000257122	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257126	REPRESSED	INCONSISTENT	NEITHER
ENSG00000257127	INCONSISTENT	NULL	NEITHER
ENSG00000257135	COMPLEX	INCONSISTENT	NEITHER
ENSG00000257137	REPRESSED	NULL	NEITHER
ENSG00000257167	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257178	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000257184	REPRESSED	NULL	NEITHER
ENSG00000257193	NULL	INCONSISTENT	NEITHER
ENSG00000257202	COMPLEX	NULL	NEITHER
ENSG00000257221	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257239	NULL	INCONSISTENT	NEITHER
ENSG00000257242	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257252	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257254	INCONSISTENT	NULL	NEITHER
ENSG00000257261	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257267	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257268	NULL	REPRESSED	NEITHER
ENSG00000257275	INCONSISTENT	REPRESSED	NEITHER
ENSG00000257281	NULL	REPRESSED	NEITHER
ENSG00000257286	NULL	INCONSISTENT	NEITHER
ENSG00000257298	SIMPLE_OR	NULL	NEITHER
ENSG00000257303	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257315	COMPLEX	SIMPLE_AND	K562
ENSG00000257319	REPRESSED	NULL	NEITHER
ENSG00000257322	REPRESSED	NULL	NEITHER
ENSG00000257337	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257341	INCONSISTENT	NULL	NEITHER
ENSG00000257343	NULL	REPRESSED	NEITHER
ENSG00000257346	REPRESSED	INCONSISTENT	NEITHER
ENSG00000257354	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257355	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257359	NULL	INCONSISTENT	NEITHER
ENSG00000257364	NULL	INCONSISTENT	NEITHER
ENSG00000257379	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257389	REPRESSED	COMPLEX	NEITHER
ENSG00000257392	NULL	REPRESSED	NEITHER
ENSG00000257400	REPRESSED	NULL	NEITHER
ENSG00000257407	REPRESSED	NULL	NEITHER
ENSG00000257426	INCONSISTENT	NULL	NEITHER
ENSG00000257433	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257434	REPRESSED	NULL	NEITHER
ENSG00000257438	NULL	REPRESSED	NEITHER
ENSG00000257443	INCONSISTENT	NULL	NEITHER
ENSG00000257446	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257475	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000257477	REPRESSED	INCONSISTENT	NEITHER
ENSG00000257488	REPRESSED	INCONSISTENT	NEITHER
ENSG00000257489	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257512	NULL	INCONSISTENT	NEITHER
ENSG00000257520	REPRESSED	NULL	NEITHER
ENSG00000257523	REPRESSED	NULL	NEITHER
ENSG00000257524	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257529	INCONSISTENT	SIMPLE_AND	K562
ENSG00000257531	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257534	NULL	INCONSISTENT	NEITHER
ENSG00000257539	NULL	REPRESSED	NEITHER
ENSG00000257542	NULL	REPRESSED	NEITHER
ENSG00000257545	INCONSISTENT	COMPLEX	NEITHER
ENSG00000257551	BIVALENT	INCONSISTENT	NEITHER
ENSG00000257553	INCONSISTENT	REPRESSED	NEITHER
ENSG00000257563	NULL	INCONSISTENT	NEITHER
ENSG00000257568	INCONSISTENT	NULL	NEITHER
ENSG00000257582	REPRESSED	BIVALENT	NEITHER
ENSG00000257588	REPRESSED	NULL	NEITHER
ENSG00000257591	SIMPLE_AND	NULL	GM12878
ENSG00000257594	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257596	COMPLEX	INCONSISTENT	NEITHER
ENSG00000257607	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000257612	REPRESSED	NULL	NEITHER
ENSG00000257616	NULL	REPRESSED	NEITHER
ENSG00000257621	COMPLEX	SIMPLE_AND	K562
ENSG00000257622	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000257624	NULL	INCONSISTENT	NEITHER
ENSG00000257634	REPRESSED	NULL	NEITHER
ENSG00000257636	REPRESSED	NULL	NEITHER
ENSG00000257642	INCONSISTENT	REPRESSED	NEITHER
ENSG00000257649	REPRESSED	NULL	NEITHER
ENSG00000257653	NULL	REPRESSED	NEITHER
ENSG00000257657	NULL	REPRESSED	NEITHER
ENSG00000257671	INCONSISTENT	NULL	NEITHER
ENSG00000257674	NULL	REPRESSED	NEITHER
ENSG00000257675	NULL	REPRESSED	NEITHER
ENSG00000257683	NULL	REPRESSED	NEITHER
ENSG00000257702	BIVALENT	INCONSISTENT	NEITHER
ENSG00000257704	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257725	INCONSISTENT	NULL	NEITHER
ENSG00000257732	NULL	INCONSISTENT	NEITHER
ENSG00000257743	NULL	REPRESSED	NEITHER
ENSG00000257746	NULL	INCONSISTENT	NEITHER
ENSG00000257751	NULL	INCONSISTENT	NEITHER
ENSG00000257761	NULL	INCONSISTENT	NEITHER
ENSG00000257764	NULL	INCONSISTENT	NEITHER
ENSG00000257771	NULL	INCONSISTENT	NEITHER
ENSG00000257797	NULL	REPRESSED	NEITHER
ENSG00000257800	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257808	NULL	INCONSISTENT	NEITHER
ENSG00000257815	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257818	REPRESSED	NULL	NEITHER
ENSG00000257824	NULL	REPRESSED	NEITHER
ENSG00000257830	REPRESSED	INCONSISTENT	NEITHER
ENSG00000257839	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257842	NULL	INCONSISTENT	NEITHER
ENSG00000257846	NULL	INCONSISTENT	NEITHER
ENSG00000257851	REPRESSED	NULL	NEITHER
ENSG00000257883	NULL	REPRESSED	NEITHER
ENSG00000257906	NULL	INCONSISTENT	NEITHER
ENSG00000257910	BIVALENT	INCONSISTENT	NEITHER
ENSG00000257913	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257918	NULL	REPRESSED	NEITHER
ENSG00000257925	NULL	INCONSISTENT	NEITHER
ENSG00000257943	NULL	REPRESSED	NEITHER
ENSG00000257949	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000257950	COMPLEX	INCONSISTENT	NEITHER
ENSG00000257955	NULL	REPRESSED	NEITHER
ENSG00000257985	NULL	REPRESSED	NEITHER
ENSG00000257987	NULL	REPRESSED	NEITHER
ENSG00000257989	INCONSISTENT	REPRESSED	NEITHER
ENSG00000257991	REPRESSED	NULL	NEITHER
ENSG00000257994	INCONSISTENT	NULL	NEITHER
ENSG00000258012	REPRESSED	NULL	NEITHER
ENSG00000258017	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258039	REPRESSED	NULL	NEITHER
ENSG00000258048	INCONSISTENT	NULL	NEITHER
ENSG00000258052	REPRESSED	NULL	NEITHER
ENSG00000258053	NULL	INCONSISTENT	NEITHER
ENSG00000258056	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258057	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258064	NULL	INCONSISTENT	NEITHER
ENSG00000258072	BIVALENT	INCONSISTENT	NEITHER
ENSG00000258077	INCONSISTENT	NULL	NEITHER
ENSG00000258081	NULL	INCONSISTENT	NEITHER
ENSG00000258082	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258083	REPRESSED	NULL	NEITHER
ENSG00000258086	NULL	INCONSISTENT	NEITHER
ENSG00000258091	REPRESSED	NULL	NEITHER
ENSG00000258092	INCONSISTENT	NULL	NEITHER
ENSG00000258099	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258102	REPRESSED	INCONSISTENT	NEITHER
ENSG00000258121	REPRESSED	NULL	NEITHER
ENSG00000258125	NULL	SIMPLE_AND	K562
ENSG00000258128	NULL	INCONSISTENT	NEITHER
ENSG00000258131	REPRESSED	INCONSISTENT	NEITHER
ENSG00000258136	INCONSISTENT	NULL	NEITHER
ENSG00000258137	NULL	INCONSISTENT	NEITHER
ENSG00000258144	INCONSISTENT	NULL	NEITHER
ENSG00000258168	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258169	REPRESSED	NULL	NEITHER
ENSG00000258172	NULL	REPRESSED	NEITHER
ENSG00000258181	NULL	INCONSISTENT	NEITHER
ENSG00000258183	INCONSISTENT	NULL	NEITHER
ENSG00000258186	INCONSISTENT	SIMPLE_AND	K562
ENSG00000258197	REPRESSED	NULL	NEITHER
ENSG00000258203	NULL	REPRESSED	NEITHER
ENSG00000258212	REPRESSED	NULL	NEITHER
ENSG00000258230	REPRESSED	NULL	NEITHER
ENSG00000258233	NULL	REPRESSED	NEITHER
ENSG00000258249	NULL	INCONSISTENT	NEITHER
ENSG00000258253	NULL	REPRESSED	NEITHER
ENSG00000258256	COMPLEX	INCONSISTENT	NEITHER
ENSG00000258260	NULL	INCONSISTENT	NEITHER
ENSG00000258272	INCONSISTENT	NULL	NEITHER
ENSG00000258274	NULL	INCONSISTENT	NEITHER
ENSG00000258285	BIVALENT	INCONSISTENT	NEITHER
ENSG00000258289	COMPLEX	SIMPLE_AND	K562
ENSG00000258304	NULL	INCONSISTENT	NEITHER
ENSG00000258311	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258315	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258320	NULL	INCONSISTENT	NEITHER
ENSG00000258325	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258338	NULL	INCONSISTENT	NEITHER
ENSG00000258346	NULL	REPRESSED	NEITHER
ENSG00000258350	NULL	REPRESSED	NEITHER
ENSG00000258354	NULL	INCONSISTENT	NEITHER
ENSG00000258355	INCONSISTENT	BIVALENT	NEITHER
ENSG00000258365	SIMPLE_OR	NULL	NEITHER
ENSG00000258368	REPRESSED	NULL	NEITHER
ENSG00000258388	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000258393	NULL	REPRESSED	NEITHER
ENSG00000258411	INCONSISTENT	NULL	NEITHER
ENSG00000258419	REPRESSED	NULL	NEITHER
ENSG00000258422	BIVALENT	NULL	NEITHER
ENSG00000258425	NULL	REPRESSED	NEITHER
ENSG00000258429	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258430	NULL	INCONSISTENT	NEITHER
ENSG00000258433	NULL	REPRESSED	NEITHER
ENSG00000258436	NULL	INCONSISTENT	NEITHER
ENSG00000258439	NULL	INCONSISTENT	NEITHER
ENSG00000258446	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258449	INCONSISTENT	NULL	NEITHER
ENSG00000258454	COMPLEX	NULL	NEITHER
ENSG00000258457	BIVALENT	INCONSISTENT	NEITHER
ENSG00000258460	NULL	REPRESSED	NEITHER
ENSG00000258465	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258468	NULL	INCONSISTENT	NEITHER
ENSG00000258469	SIMPLE_OR	NULL	NEITHER
ENSG00000258483	REPRESSED	NULL	NEITHER
ENSG00000258484	COMPLEX	INCONSISTENT	NEITHER
ENSG00000258489	NULL	REPRESSED	NEITHER
ENSG00000258503	REPRESSED	NULL	NEITHER
ENSG00000258509	REPRESSED	NULL	NEITHER
ENSG00000258517	REPRESSED	NULL	NEITHER
ENSG00000258520	REPRESSED	BIVALENT	NEITHER
ENSG00000258521	INCONSISTENT	NULL	NEITHER
ENSG00000258524	INCONSISTENT	NULL	NEITHER
ENSG00000258526	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258527	NULL	INCONSISTENT	NEITHER
ENSG00000258539	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258545	INCONSISTENT	NULL	NEITHER
ENSG00000258546	REPRESSED	NULL	NEITHER
ENSG00000258555	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258556	NULL	REPRESSED	NEITHER
ENSG00000258558	NULL	INCONSISTENT	NEITHER
ENSG00000258561	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258563	REPRESSED	NULL	NEITHER
ENSG00000258566	NULL	REPRESSED	NEITHER
ENSG00000258568	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258576	NULL	INCONSISTENT	NEITHER
ENSG00000258583	NULL	INCONSISTENT	NEITHER
ENSG00000258591	SIMPLE_OR	INCONSISTENT	NEITHER
ENSG00000258592	NULL	INCONSISTENT	NEITHER
ENSG00000258603	BIVALENT	NULL	NEITHER
ENSG00000258604	REPRESSED	INCONSISTENT	NEITHER
ENSG00000258611	NULL	REPRESSED	NEITHER
ENSG00000258618	NULL	INCONSISTENT	NEITHER
ENSG00000258620	NULL	INCONSISTENT	NEITHER
ENSG00000258623	INCONSISTENT	NULL	NEITHER
ENSG00000258630	INCONSISTENT	BIVALENT	NEITHER
ENSG00000258634	NULL	INCONSISTENT	NEITHER
ENSG00000258636	REPRESSED	INCONSISTENT	NEITHER
ENSG00000258639	REPRESSED	NULL	NEITHER
ENSG00000258650	REPRESSED	NULL	NEITHER
ENSG00000258655	COMPLEX	INCONSISTENT	NEITHER
ENSG00000258658	INCONSISTENT	NULL	NEITHER
ENSG00000258659	NULL	INCONSISTENT	NEITHER
ENSG00000258661	REPRESSED	NULL	NEITHER
ENSG00000258667	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258670	REPRESSED	NULL	NEITHER
ENSG00000258673	INCONSISTENT	REPRESSED	NEITHER
ENSG00000258674	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258681	NULL	REPRESSED	NEITHER
ENSG00000258689	NULL	INCONSISTENT	NEITHER
ENSG00000258698	NULL	REPRESSED	NEITHER
ENSG00000258699	INCONSISTENT	NULL	NEITHER
ENSG00000258700	REPRESSED	NULL	NEITHER
ENSG00000258702	INCONSISTENT	BIVALENT	NEITHER
ENSG00000258704	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258708	NULL	INCONSISTENT	NEITHER
ENSG00000258717	NULL	INCONSISTENT	NEITHER
ENSG00000258735	INCONSISTENT	BIVALENT	NEITHER
ENSG00000258736	INCONSISTENT	REPRESSED	NEITHER
ENSG00000258737	COMPLEX	NULL	NEITHER
ENSG00000258738	SIMPLE_AND	INCONSISTENT	GM12878
ENSG00000258740	REPRESSED	NULL	NEITHER
ENSG00000258741	NULL	INCONSISTENT	NEITHER
ENSG00000258748	REPRESSED	INCONSISTENT	NEITHER
